timeStamp,tripID,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos,deviceID
23:25:29,217,b4f7f020afcea6ed4efeef9a459fe4982c0706b52fd3d608a9830a830563a003b2785cc5a35734572c079d3c61704125cfafb82572b57c244a23e777f8ac4296,66.5,11.84,45.755,0,52.321,29.994,2.583576,19.0,373.01,3853.3,66.5,19.564,31.799007,23
10:10:15,88,d2f6a6891adea292cec82e892870470a78a26d8e0f39809985ecc187b568b0f8d776f07a2569dcc717a407e8dc8ccd2e920486c5e504f1d30a54f56d0ff5fa19,83.3,12.123,14.062,0,21.804,39.872,1.53906,8.36,79.5,2167.4,83.3,6.829,77.110379,13
13:13:40,66,c5b71e0b0c335b56c9182809a0a6022ce533557207daab02fd3d93555f02ad5ed2b1cabdd3987d5439e75c5da6cc1f519c15050dab8d646e488c8f5cdf99a510,43.75,12.055,21.964,0,44.484,42.351,1.838667,6.06,121.79,2922.3,43.7,39.013,66.137475,2
19:39:46,186,0169b01defeeec5e40ab2083b021310f35f31520758fffee72260f6c499af54e3ad03483344b16793d404c5f34c8fb6cb6b15fcfed5154a7f24d3a46ad028f53,126.87,12.405,14.021,0,24.956,39.123,3.505528,17.59,183.32,770.4,126.9,49.511,52.225276,22
13:26:48,88,2040d5b436a04f8bb6a04310f39e96de0ee11e1517db2f9d5cc07418c3d1edeb8932e0b3ca7eb8e366340dde2aafdfffa2fce22d3c90253145b242e91272a4e7,118.34,13.311,60.465,0,29.017,24.728,1.565528,7.87,72.78,1690.6,118.3,29.8,52.206301,22
15:14:18,217,eaa86b7aac5eebcd9a1a11a4531d98be60373d634a13cca40130c2cb2f66e82e25e7b9d210d7e09a715b8af6c5d58a91c9303797ad40b83663057818e1230b4b,79.95,11.409,73.298,0,78.1,31.025,2.372934,8.18,451.63,3562.6,79.9,33.554,22.029963,13
21:31:08,53,0676dd69317b576b47edf766e447adfbf91e767c54a278eeca57ae9168ce9d5ae89f42dfef0790636cdd714d8fbec28db1c122092b50b2fbb6c1f0abc7ab471e,72.07,11.991,32.251,0,60.552,41.044,2.466007,13.34,68.94,3876.7,72.1,40.731,24.193544,11
19:44:58,156,f4829eb5a43abce31088c47edbef6336f70bddd0cde9e180519d65daf47752f19bb3de48fcb965a0a63bc843a8233c142ae982dddb22c34857a7dd6325339f38,76.56,11.076,48.102,0,44.685,37.672,2.187903,10.62,247.83,3150.5,76.6,26.237,9.794588,23
02:06:16,102,ac398601806daf6e55a333b4f1be1aff783c3c69e4f6491c70aae3a7e5a90cdd12b075c9d298d73f6f37f7a2c7a5012c541f750acbc48eaada341c8a869462df,21.15,11.351,73.763,1,25.188,16.553,2.150337,7.67,354.69,3867.9,21.2,26.833,83.063241,1
00:15:15,157,9b8686c77719cdb42be5b55e8507cf0ad738df61e2cb28f1b46786403544e50f93a1f93a14d12d0fae376d30c0539697b1b2f21108a191e096d1ca5690e2c891,76.36,13.218,58.317,0,61.295,18.412,2.264989,18.31,305.88,2672.2,76.4,38.802,20.955878,1
10:41:33,106,26471ad19d6472b8066a0bfc7175eb5e4423236c0fce5d9b963777f1f4b322fa2a52e75ee5732029a1b1f507cc647395b218efaac201ae8b4f242147c489d707,75.11,13.24,11.221,0,63.114,40.8,2.374958,14.23,460.56,3260.5,75.1,43.215,13.243227,2
10:29:08,212,b7eba220b2944ab197e0cc8e9bf7b95f695808e553194579ee00c27fdf8092f2849606594f2fccbe22121b6aeb5c5fe46d94e1903c998a7c222e7631509a58aa,18.89,11.401,61.713,0,74.049,31.951,1.21249,13.73,140.2,1035.7,18.9,30.376,20.118737,12
13:06:22,50,48e84c44e9f6fd0cefe327298cd39096c8dfca6f846e75f7f85647d4011832d552b34d3518998bc7d4b6905eaadc36d2c2f64bcd8582210aa4e0367736d249b9,46.24,13.684,22.728,0,29.981,23.331,1.781121,7.66,359.16,3336.3,46.2,39.154,15.639996,1
23:44:06,98,406bdbb25635146d4c13d389adc68eee2b28160df7c4328676e4da4b504080c721fe2908398235a6ef85428dd09f4f1c3ce3db0ad0089cf7fdf8738ffe53e233,67.69,12.234,46.029,0,50.782,30.429,2.262677,16.39,293.83,4280.1,67.7,38.039,3.713749,11
07:00:17,141,f6f923166227502da0dfac3f531db75650b766010f2c573b88d99c5c84bb114ded4f6950787a790d5cca5244e95dbab06578773e273c061be29f08ed1d632ab3,66.88,12.857,57.537,0,64.352,35.858,3.96959,12.88,120.83,1716.9,66.9,3.569,54.685835,12
07:42:26,60,db2d7b9d5e2886e781c524685b7d23b4f905ff19433260e4de17767d954455f82f525bb53f8d4d6704edecf26b1f007d7511b1d7eaf74bd33495cee5dd98c3e7,52.9,11.211,54.047,0,50.743,44.673,2.553811,19.7,145.33,3388.4,52.9,10.999,62.48367,12
23:29:08,95,3eb6cf99f4f432b91129150da2517a57cb31e207625d1bf038995ac7b7e9422f59938e0dc33626851d26a3dae3414f408f7574e78ca46f9b96e072ea5f4f9658,57.47,11.575,16.572,0,38.929,23.27,2.320903,17.89,194.78,500.0,57.5,10.038,79.187942,22
20:06:01,135,bb84053974d89544cddec8ae8f8ad9ae52e10a70fe9f14672c40c48493b65453aea4a57bcf900a3d364279a4ac728b437f0fae08024d4c24e62961e2f1496503,104.66,11.557,75.821,0,72.464,34.804,1.25133,12.47,397.88,3517.2,104.7,39.589,5.096945,13
05:24:01,11,51b0ff7334a525fc10563e251d465da3e85518977843c9edb1791def411232f34073ae221c8127c78e944496a96c435b797b5afd357fd4a618302e819fecdddb,40.2,13.734,22.881,0,59.884,43.537,2.28892,12.64,90.49,2061.1,40.2,34.343,32.400997,2
08:24:05,227,6b01fe3cd4f35d49fc88339fb7c33cd543f9a20cfbdf4008aa3f549d094f133f73ce2062e2e059975a2fbe7e09d000ebb180b2b9bba1add74c11112452c5591e,70.03,12.938,43.287,0,60.214,18.716,2.95199,11.38,263.33,3584.0,70.0,31.674,28.393921,1
04:57:18,107,6da2b5022c3e7d2f013d442d147e84f8ebd677b1937ae6ff83b6ca2398a61bdff4b5bc21a3abe3e91ab11960aa9b82bc2cb7a16821c88e342b9bccbff13a11ae,35.26,13.763,46.677,0,46.515,26.371,3.658923,19.57,296.02,997.1,35.3,32.686,63.50798,16
22:35:24,112,0b24fed615d9c6670da72f0efca8e510dd3c84ee2169d1f83b52905b64129ef8bb5595532a352ddc6024ebea99516fda8416f7824cdfee849ee39e878b473d74,87.02,13.783,40.817,0,77.447,30.609,3.30414,13.48,116.64,3266.6,87.0,5.875,2.866568,11
12:50:55,175,ada652ed9884847c27e6ad722a3b129983b2a689af7fe3a273c8eae2eb8e7534e6729612cda239037257dc16a92d1c7fb133dfebcfcbee01707736f0ea161858,76.2,13.682,68.504,1,31.682,33.128,1.358932,8.01,107.42,805.5,76.2,20.86,50.731929,2
12:40:31,12,bd0e132a8564e1ae9a34a294ad9abd96311af9183c42a0dd37a43080be160763c380326eb752f8f6296039d9c6208bdd1acb17af13d474561c7ddbf3a3e314aa,72.86,11.972,40.716,0,57.028,26.104,2.849186,14.54,209.67,1813.6,72.9,30.333,34.673285,23
09:03:53,33,bd4276a797416cc470c647d16e41fc90976b7b0de361de33af0c4134a0ef280c755240889954d3da9eeb0b2ac346b4eda87dd771f90f9ab4a844923078a47bc6,30.65,13.742,17.966,0,25.469,43.797,1.746048,10.5,293.12,3707.2,30.6,46.497,90.543715,12
03:38:36,34,667ae64c51dc5531373ef76c9c9747afed2dc201b647dcad5c869dd103026c69dca18e6c69ca115dade7f8273ed6ed71a718ba66d815d89f86abae2c90abb794,61.57,12.138,52.53,0,77.609,35.741,3.341155,17.53,111.85,1152.6,61.6,36.476,98.597458,13
00:55:37,215,234697a1951aaee3dcddbb7a51be625affe901d7479b9036893eedc181279b70cbb23318694b8c7845789378ab3fb462f1368adbbe42dacdc28fcf6ed748db93,42.08,12.543,19.234,0,54.067,42.774,3.327998,18.61,449.92,1721.3,42.1,4.836,50.839376,16
21:58:51,131,7f8527195e7e402c49631ab3516e566184f676f1099d8e31afd2a18008a0eaa5a4b89bfe55101a2d6ba0330edaaf8f3bce12a9dd97b7ca07f80d16b58242082b,60.26,13.782,24.019,0,36.421,36.392,2.222854,9.9,373.39,653.3,60.3,20.548,23.245694,11
09:01:21,202,d40a22b77979be684ea2050461d99ae38efd21123170dac7f40e94e0ca6b299abb45d6296fec1b4fa458a5a2d636ff3768b27736a3d781d8d1f7b9b824230439,61.99,12.927,53.911,0,40.719,33.053,1.72351,19.08,336.41,2837.0,62.0,26.02,80.111004,23
15:26:41,105,fc5c784c2514732e0321c260592d65427796dfd2ba5bc1fe150f79622e7c6c4ab763c9a745cc010401fd6939d81bdfcf643c208aebc8c20615ed6f5255f33d72,38.51,12.288,27.39,0,65.633,16.678,2.395391,17.43,66.98,4265.0,38.5,45.041,3.117032,2
06:36:49,200,b3b336b6c75f15f408e58f2a68e64fe97616dc51eb7337c2d9795be1d13312a881efa76d2e7c915b79c5079204053c4a4651ac82b4dc962563d2bb03abe67a09,84.8,12.81,31.505,0,43.458,38.153,3.028836,15.07,420.44,1808.3,84.8,34.418,10.811782,23
22:08:00,54,6cc5289c33562ed06ffb60b108fa7f827b3a59ff790ae4600b48020bf04c706603c9e51e5e863801a3a5f92f51c6c54c2fe5bb89d24145267366e8651f7142ee,88.05,12.346,39.687,0,70.515,20.024,2.20775,6.14,155.88,2702.8,88.1,48.848,98.255036,12
09:21:52,12,9b9afb70930ae0f8f2e32e468aa93667a1d53e7b2f13b4e7436026586455da008538524e2882880d0a77cb48de5469323515cd5cf85ef4ccfc5162360fb7ee2b,88.21,13.44,74.607,0,60.066,34.011,1.593834,18.29,210.89,2067.1,88.2,0.71,41.217845,2
20:25:16,72,bdc451f61977f774200b1b410c0628ec522c28960d96560edbef678130ae48a0ea9364ea3bc278750b177b16edb5ff32e36a34d6aedca9c72eb2f95f1e44b0fe,99.95,11.572,18.979,0,74.24,35.232,1.202202,8.26,306.04,1619.1,99.9,44.721,34.519834,23
09:08:49,188,39e657bf2a587c0371712f61c55f54fc3d60ecaeda6171c1198c49c0d0dcaeeaf1e8c664d54a8beea2d78f5212018a1b59bd9c2abc8058ea72626821d5fc4fa2,95.42,13.129,38.155,1,67.709,15.258,1.558258,14.93,466.69,2659.7,95.4,44.245,79.855085,12
12:13:54,111,71b3b8699a0a11d4f5f626501810a5ca8a7d293c1e37ba4ea12f84b4460741aa09f5ae95d53cf6ad099669a7cdeaa6035a9dd8bdfe19a8767b56be07bdd83649,53.24,12.695,59.667,0,24.229,34.731,3.193104,6.87,104.27,2648.4,53.2,33.256,26.456818,22
05:23:37,15,57c2d76b1bb4d8546d5e3ecf277feda5c7c858adf232935b6916c2e6f8d538f6a3b487fd085c840a9b6d849e719735a0d3ceb1a829f08d9973765e14a211b081,35.78,11.013,27.583,0,37.305,34.216,2.068666,8.15,443.24,1527.7,35.8,15.828,48.989175,11
11:31:50,208,1be600dab628241708aaacf85a7a276af5d4c2d27061e39ba0f1918196db1f8a056ff5b235387a6da881408b50ee8db52dfe5c57661516ccabc85d9c861dd07b,36.61,13.24,36.644,0,58.556,34.585,2.80799,5.17,241.3,1666.6,36.6,49.507,15.990591,13
23:50:39,36,a08a2dc5263a17c1851b77c3710becf21d16cc3cff8e760f20ee000af9cef7fb771536129486cf92389ba16f1a45caaddee67751ec83593c598e8108b6525d59,92.99,13.381,21.003,0,62.361,26.078,2.213116,18.24,289.72,2769.9,93.0,28.713,24.520043,23
00:00:37,143,7ea271ecd16f820e9c73606c83e8d9ecce18b2fcc22e94011368c2cd360b72872b25e7df61e65b3214bd742560c85d0700ab330eb9fb755cdf7cbb118fce97a6,311.22,13.673,200.0,0,54.614,18.342,1.464914,15.75,348.13,12931.9,311.2,40.796,35.10533,22
05:11:04,18,0ab625f3ecf9187b93ab37101771b5372527b54ce471d449d4f2a56808de5a80a6a27af568f8b5295702acf2db2c7dce15d42558edf0a3daa9215174ca99d201,24.07,12.953,25.674,0,51.545,22.001,2.964175,9.17,323.4,2455.3,24.1,46.957,10.109786,11
10:12:54,40,e2bb51ad9faf9a1b504f9fa7b56d139d66273e1e7728874b922bd4eae0660991d779e1af3beab556d26a8053764cd48ad8e7aad5deabd89fe556b4c613d1758d,82.71,13.354,43.876,0,29.154,22.245,1.40858,16.99,136.89,1067.4,82.7,1.237,47.781692,2
11:45:22,131,8db52c6f386b114c69f4bec5558f004de144a605617d86558c2f8c0fd3eaac446748eb345f60b539f3bbf1b48da17991b0c4158f543abc1adee6a1de848169fa,114.19,13.266,9.377,0,78.508,41.6,2.246579,8.03,469.63,3807.0,114.2,21.187,65.155591,13
10:21:00,27,6cf44ebb8fa662e7a35b903f33cbc903281f496d81365161530463d8047ed48108dc70643333506db9c57325687d69de8e667bb435f3d9fc70efcb018d797fb9,55.28,12.72,7.299,0,21.388,15.709,2.696646,11.63,375.56,2377.4,55.3,23.718,78.060231,22
20:15:52,173,94c505f56d1bbdb03f77867dd092c1876cc8b99681f76d33288457d264323adff0db92f4b68aeaa2cf29de848aabf0ec52cdfa07102caadec53d6e3b6633123b,42.39,12.0,21.376,0,22.98,28.942,3.330602,17.42,472.26,2087.7,42.4,30.214,14.666182,13
01:29:42,69,a0fd77d92f71378ff4f6968aba0ea74c24f51f082057340c5786ed317fdbb4aac1545f0049b8becfc41692aae3d3a5aba19a821709fdd1a4a4c6a7be765a58be,67.79,11.297,17.648,0,31.589,34.142,1.736198,11.2,85.8,2279.5,67.8,30.059,55.989483,13
10:50:30,231,2a1e935515241939ad3dfc7363cf297fb2c4eb288ee20c600460f99fb3e31109eb4e37d0ae556222337c3adc1a55ce51188d291b64b3eec2e0e08a1bbf74f2fd,30.9,13.216,67.947,1,34.831,26.542,1.10001,16.17,229.87,2191.5,30.9,29.114,51.723801,2
14:15:10,2,f3d626d83f0fc719103dcf4d91ea98f6c44a49fe23b7d09f28c02d5fa16852ec355ca221a3f16214dbcc3b488b5cedbedfaaeba10f388d71452956fc773814c4,47.3,13.554,23.536,0,28.177,38.319,2.763169,14.8,183.09,1218.7,47.3,21.363,97.351029,16
20:12:41,124,9bbcc92ef8ece6f11263b27956c5acdaad67be04415fef90d8a675dcdcb4ba9790a10bdafbb864f5bcc8b7da3e14f1da100d57f749877d28c2e1954e76842194,94.06,13.886,54.093,0,34.666,15.521,2.60187,17.01,415.0,3659.6,94.1,8.891,10.406336,23
05:43:46,62,f826692f037da7144c6c2daf52bfc1720754be55e32bf101a191863316dd2dcdda74431c9faf6509f080bc5c1af1ed3b9de42f76afbd05ad286cb6416024d5e4,68.98,11.917,74.98,0,53.522,41.217,3.22411,13.61,444.06,500.0,69.0,47.865,68.673435,1
00:00:26,220,d9671bd217f5be0e3a3532d6273318317de94da257647158c5edb46c11c161d9578a0b5874f3d02e7e415161d6d802d753f7b013968e2c7cba3765de0535cc6b,71.27,13.156,49.027,0,63.053,34.1,2.190466,17.18,148.3,2221.6,71.3,13.455,24.554502,16
22:01:16,102,9f552fa9e9693de6055ac3fb1c87cd8e77d0c74be9aef88ca712cb0637895e7f9357e57be2a6df41afc6ef877d391bd4aeb70bc716b81cb46500e97852bc9374,88.56,11.887,17.192,1,21.236,25.558,1.912085,13.3,258.59,1438.9,88.6,6.416,66.095896,12
00:47:33,222,55e825fa1d2917309edeb23ff1888e6462b8e814bbfd8e24a92a7da054202b23f27bbdc2ea2d05af22c28a3892b9d5069c551d2a21cedde359da353c275dbf0c,85.64,12.938,16.607,0,47.525,18.191,2.662149,6.03,205.71,1928.9,85.6,40.586,86.576555,16
18:39:47,17,bbc62804f5de80ec3f4af146522d485da9073a029a1ffd71d5339dbf2364c16005b81949ab1ca16ea36c6ade21f6b03e68431fc23434158564109afcf7d0f4b8,20.13,12.145,38.104,0,48.841,21.444,1.893539,8.28,171.55,1445.8,20.1,38.477,66.940397,16
09:32:12,6,2f4d33322f495ecdbcff92a246e9f033b35f428a399ec7f068813cc7d697fc1325b0e29afd5a426f25f39f0805a9c6a3f07b3fea837d86490f1577a65ed117fa,56.46,11.517,24.625,0,34.465,19.566,1.330376,14.99,487.11,2952.0,56.5,4.163,47.621985,2
06:00:35,102,5b9494828cdb9cb9ac0df63e59aa4c632c4621cf4182052231def5ee2ae2cc145bb6acb880c4caa757e56736a2610fa98479316fd46b80d746aa42eb7f5ec262,1.73,12.373,30.797,0,60.756,32.978,3.716609,13.16,268.02,2479.8,1.7,18.148,63.701976,2
15:37:14,48,12b4e1549d4bc65c6711f0a4567cc2f11339e6c490c6a91a75b711fea17813ea08d86beedfd1ac514ab84565390f0fac227ebe7dfa0568aff67836b016578ad6,140.79,11.33,63.846,0,43.729,38.908,3.403399,13.59,351.62,3407.3,140.8,49.568,43.445593,22
11:07:34,241,824151a4a5965759520876bf1d9333b44376f50c832d139cd263f133a190f99ed0602b63db74f6c259a8884c9d4ace3f4d045d6e1de9455e3cd188571d0ed4f4,58.03,13.774,61.268,0,47.559,30.351,2.239007,9.12,431.28,3379.5,58.0,40.619,41.878534,13
05:57:27,106,e7ce0cd8a632da112b2c29a1c46610e28893192e9d0cd66df1b14c2e8c69de3fdbe02525e53a56a83c3e5e775ea7ca1e228a1a326563624dfe85eb8efd75163c,68.93,11.78,14.244,0,36.85,29.059,1.061911,12.55,270.82,2530.0,68.9,27.231,55.49099,22
21:19:17,79,897f8576b9fcb6726c9ab10c565b224c14132a04024997470e87e57494efc34a25922b4a5d15adca9f758003e103f0c962c4999042cbcaadeae73e0c27e76586,75.34,11.728,30.998,1,47.083,33.987,2.081606,10.04,216.88,1293.9,75.3,32.288,17.705703,16
04:07:37,243,357e15f92f41d5252ad8d99ced69077475e7a8c90f1e919aca07cc72410498b1d1b34a011bb5163a33a1a6d7e4b81d2a149bf279056a7e79c96f9d84ce001c0f,88.41,11.898,20.584,0,37.143,28.936,1.939919,5.28,212.32,4304.0,88.4,9.087,40.880669,2
15:36:29,28,84b355701d3033c5aa2ec462e5b03ec9579d10d9062cee580e757ab32b118501295ae508f6ac775f0c260d3cb426224ec112bf1b2175e29ab47bc5c994f881cd,66.34,13.37,9.557,1,39.164,36.942,2.318446,7.5,477.68,686.3,66.3,38.909,15.001428,13
20:54:23,125,7b0e0be634d113c108011213a1a27555f8bd9bdc7a2c8eea0a8d419f0fa8c31af4c22f0c1f6a415f20c03267fbd8cf31ac5b6d03f874807ae68c93c3b9e4920d,99.82,11.19,5.927,0,55.59,40.27,2.65203,16.35,143.0,3279.7,99.8,42.089,70.518114,13
06:19:24,66,19c61afe9391bb5887eaf5c8dcd414bc255eece4a2127b4e9f90674ea8adc51a6620347fd8c5c37321aa343aaa858ca1befc0d37485e3d63d845584d0f8861d7,76.0,13.845,21.584,0,45.438,16.979,2.100089,11.93,455.84,1669.9,76.0,32.08,87.936112,22
02:18:25,188,a4dc9299b7b762165211211d841cc609184bd27396f4548c4721d240063c5fbb394a2b6159a5ace924029a417cd996478cb59aa59256c5af0193107d4c2bbfba,10.56,12.443,44.07,0,63.414,38.904,3.118423,19.56,388.29,3411.4,10.6,14.212,97.220767,13
23:45:19,200,49e4ee8c5b8dfa5ac38695b42a39d9b8af8acc3326f80801ca55eb726438380ce3ec60ce926f313f5aff64fd66b8aec6de4e6f94766dcf89c657766ca56da854,98.7,13.362,51.252,0,66.21,38.604,2.906243,17.61,382.77,1484.1,98.7,3.095,77.767725,13
11:01:56,6,f41f7fe2611da4aa5f987abdc0fb1dcd254f922cf9e0ab8875de263da38087749e45ffd5b9771d4f641728d5153d5cdddc128acf25e8ea2bfa1ff75076e26160,87.19,11.683,22.781,0,39.798,16.571,2.524305,9.13,92.23,3009.5,87.2,44.559,10.938309,13
02:47:42,204,d57bcf61df029b34b52ac50652bd41b94ba3272a99572509f6534e7210d15d80a992ae4da1399ca89c66b0cc6ae797001e872ad8c3390bf4cd0e509d968ee75c,51.4,12.165,31.051,0,64.621,29.272,3.264891,14.58,372.74,3255.5,51.4,15.384,74.06313,16
20:58:14,25,37f514ce7b29a5259c04361862323bb2305bef824f6f49daa5d0d0a598f2327a857585debd00626f33675aa9fe80aac4c5a1a2ece9a16acf4adaadcdce11a609,40.79,13.585,45.186,0,71.756,22.939,1.597605,18.4,98.81,1801.7,40.8,22.916,51.79662,12
